Event_Type,Event_Potential_Impact,Event_Confidence,Event_Priority,Event_Probablity,Amount,Event_Status
1.1494315934,-0.1405839797,1.4854901464,1.8398789223,-1.1386364234,-0.3246997863,0
-0.0728290377,-5.0631979418,-4.0290415042,-0.598616185,-1.3545879322,4.4888799188,0
0.8457241083,-1.992133852,0.3850916739,-1.3321652025,-1.5379724497,0.722589268,0
-0.924212889,0.947870539,0.7119092958,-0.3292206553,-0.6739967934,-0.2309716612,0
2.2144100234,-1.5536346885,-0.3563642061,-1.6317299912,-1.6158764336,-0.2364720513,0
0.5256493261,-1.3565421628,0.8823330179,0.9186110754,-1.6169715629,0.8713582102,0
0.1075279107,1.0125434522,-0.5385123734,0.5083545359,1.0679821342,-0.1734205989,0
2.0692423503,0.1715690361,-1.667305179,0.4345147111,0.3916195767,-0.324773617,0
1.7701901354,0.1268778141,-0.2114105573,3.9108863692,0.2028593198,-0.1851596867,0
1.4825860181,-0.980243043,-0.3666682858,-1.6218885557,-0.7855256293,-0.1292329007,0
-1.1033025345,1.3153251009,1.857910552,0.8965852699,-0.3027973379,-0.2988590271,0
-0.4773475687,1.3747928791,-0.6620056625,0.7370106119,0.8711386614,-0.2242530638,0
-0.8637813544,1.7348828772,1.9076501511,4.2963264135,-0.0152579293,-0.3124807987,0
1.2917208668,-0.7729248529,0.7538343171,-0.3469463968,-1.458600128,-0.1919890302,0
-1.1307171063,-0.0343116122,0.1866514844,-0.332924163,3.4616265792,-0.1467677016,0
-1.7191416348,0.456776456,0.981949089,-0.2699909157,1.0641700464,-0.311816322,0
1.0892236881,-0.7779090857,0.6410493013,0.4123012401,-0.9911792591,-0.007227602,0
1.1992776677,0.3657378361,0.4281552512,0.617732707,-0.3426096692,-0.324773617,0
-0.8973420063,-0.054783533,1.6499397507,-2.552872686,-1.4751186396,-0.3099336382,0
1.0732379683,-0.1351498575,1.5155454362,1.1598872681,-1.0534540834,-0.332045945,0
-2.3553739605,2.235685876,0.1822232464,-1.5283828904,0.1136232959,-0.3278006774,0
-0.9780903625,-0.3216564515,-0.9460038111,-1.2797696762,1.1019949592,-0.2213367495,0
1.8976844239,0.1376403811,-2.483045076,0.6406777554,1.2570767623,-0.2866400395,0
1.8419085971,-0.8945700469,-0.55904407,-0.6148148479,-1.0264323214,0.0887523606,0
-0.17864313,0.8969852679,-0.4819510476,-0.6999531426,1.1771015238,-0.2813242262,0
2.2452640059,-1.539947508,-0.5248497018,-1.5270689941,-1.7395620253,-0.3099336382,0
1.9845710905,-0.2220456687,-0.8801888112,0.370942309,-0.0692479855,-0.2953520669,0
-0.7983448999,1.2478876395,1.2025554942,0.0235717015,-0.3130096446,-0.3211189954,0
1.2917841676,0.0768484805,-1.1199139675,-0.0670193817,2.1526943956,-0.3228540178,0
1.5825367735,-0.0673957348,-3.0628293749,0.9236215811,0.6342443434,0.6277167664,0
2.0803675823,-1.1571509856,-0.2134548029,-0.618394966,-1.0790606556,-0.2867138703,0
1.9672837628,-0.4781047829,-0.4314674225,-0.0453419373,-0.5248407748,-0.3286866463,0
-0.1326692186,-0.4048324526,2.133647349,-2.3899671297,-1.3254150712,-0.3246997863,0
0.1752358246,1.3046532582,-0.6683754984,0.1143421582,1.1811648909,-0.3283913233,0
-0.3825900231,-0.7287950828,1.0095009732,-3.2250093435,0.1638477622,-0.2545605828,0
-1.4108492437,-0.0812072955,2.0981931372,-2.7857907006,0.4381363975,-0.1623090725,0
0.0282685626,0.0987739228,1.159310573,-0.2777077911,-0.6170755175,-0.1111443693,0
0.9042347734,-2.181610358,-1.5752206472,-3.5431338033,0.6507724907,0.775230586,0
0.243068563,0.5555591362,-1.666257322,-2.4482371169,0.4917616473,0.1353026425,0
1.4426583149,-1.094063961,0.8112629071,-1.3944137831,-1.8358419253,-0.280401342,0
-0.6579741118,0.9778838109,1.8890336392,-0.1697525971,0.1242304311,-0.3055776245,0
0.0328866156,0.5453377542,-1.1858441357,-1.7298277319,2.9323154436,-0.325475009,0
-1.7819418979,1.4515109832,0.4088240294,-1.5213464609,0.6024098651,-0.3189779039,0
-0.2467883883,0.4871310415,1.3285443768,-0.7894057335,0.0196280481,0.0370708423,0
1.9660761565,-0.3804893198,-1.7787588947,0.0535884072,0.3954408677,-0.0810583426,0
1.1939295758,-0.0939120394,-0.0056776301,0.1369212177,-0.5408433015,-0.1032444801,0
-1.4926437592,1.3505500706,1.147179371,-0.6004564062,-0.8829909903,-0.3320828603,0
-0.9737708997,0.4677341103,-0.3974847042,0.8716796501,1.7948828134,-0.253083968,0
-6.3704588092,3.3064008952,1.7249908283,-1.5895812129,0.1749358327,-0.2865662088,0
1.1866437801,0.2320505908,0.1830083719,0.7424152057,-0.3801886885,-0.1740481602,0
-0.3419173212,0.9873860559,-0.214155207,-0.7338546138,0.2662224546,-0.2713939916,0
1.9976409416,-0.795953863,-1.3479146826,-0.8330421187,0.0710037441,-0.2250282866,0
-0.9870009163,-0.3920916859,2.8200133495,-1.5113878807,-0.8727984384,-0.084196149,0
1.2197925682,0.6002598805,-0.4640461051,0.8070748229,0.0557412341,-0.3292772922,0
1.9271797036,-1.3290609728,-1.2122290551,-0.8848742289,-0.7973559882,0.1761679574,0
2.1414041034,-1.7561616685,-0.3377752881,-1.3444539892,-1.9166402557,-0.0734906916,0
0.072480281,0.90146661,-0.3450403143,-0.6112633541,0.8562696379,-0.3155078591,0
-0.7339986973,0.778237952,1.6609599749,-0.5442306283,-0.067851612,-0.2582890352,0
-1.0536595577,0.4075613293,1.3303707945,1.2520687456,0.5825782695,0.0046591472,0
1.2944700031,-1.3038255785,0.7467460372,-1.177903615,-1.9996154098,0.0690026376,0
-1.2080827689,-0.0532148447,3.0465475706,-1.3155600936,-1.6783489491,-0.3283913233,0
2.1121379357,-1.6061268094,-1.3416710108,-2.0004861155,-0.0607589525,-0.2767098049,0
-0.116217189,0.9710902656,-0.35968484,-1.0821135572,1.084630713,-0.325475009,0
-0.7071106615,1.7819224582,1.5735414362,2.8006573683,-0.2293674298,-0.3118901528,0
0.082178151,0.9718291792,-0.3947437565,-0.5113454433,0.9301446591,-0.2656721092,0
-2.313162691,1.3067242897,-0.6213945438,-2.8588902273,0.3027597008,-0.3025505641,0
1.8048415762,-0.0655210883,-2.624988963,0.3644796223,1.5150740158,-0.1088925317,0
2.116409077,-0.8621411489,-0.864394995,-1.0271189711,-0.7272671321,-0.1962712131,0
0.8836938998,-0.7613623069,0.9288009428,1.3897793763,-0.7303506597,0.2216476936,0
-0.1214715818,1.4144464785,-0.553546659,0.5831142031,0.7566284057,-0.3070173239,0
1.3296577578,-0.9320727504,0.5979214265,-0.9632357539,-1.0349983224,-0.2582890352,0
-0.0239608559,0.2359685996,0.5974588085,1.0332173044,-0.1152533849,0.1572303725,0
2.0621199961,-0.1565413579,-1.3449041145,0.3342840416,0.1314096085,-0.3124807987,0
0.9619361965,-1.865976544,0.525449265,-1.2626338994,-1.866708712,0.556285525,0
1.7771559427,-1.0051873826,-0.7623179582,0.5834482755,-0.6363446037,0.2585630638,0
-1.1294486971,0.6409926,1.4373765641,-0.5046985846,-0.1684658636,-0.2005164807,0
-1.0291282025,0.1861969953,-0.000176386,-2.0342689254,3.4274654067,-0.2951674901,0
2.1142396074,-1.1545897295,-2.1679384911,-1.9273277034,1.5596897872,-0.1940193755,0
1.9859079002,-0.3475404595,-0.4217985894,0.3711535132,-0.3728974146,-0.2952044054,0
1.960680441,-0.4196817483,-0.199107723,0.4658644586,-0.7056427755,-0.2896301845,0
2.2214167483,-1.7196495302,-0.2716701997,-1.801125167,-1.501637674,-0.2325590221,0
-0.7455178006,1.4828052533,-0.9870914902,-1.2814147289,0.865436917,-0.3315291298,0
-0.4335793997,0.5316618891,1.2422215075,1.1570535433,-0.3774891694,0.1042568162,0
-2.4721929148,-1.9627050634,0.8302528846,-2.8864142793,0.601559772,-0.2737565753,0
1.212271028,0.2725088626,0.3492527121,1.0993250544,-0.0574328175,-0.3246997863,0
1.1046273215,-0.3174763295,1.4141869886,1.0193469244,-1.5032560202,-0.2259511708,0
-0.926416436,1.2264704604,1.8131646837,0.6578495233,-0.3183560932,-0.3283913233,0
-0.5604371931,0.6641311462,0.765818292,-1.2363247003,2.4624983258,-0.3242568018,0
1.0922360964,-0.2281741269,1.0698740102,0.9139648623,-0.9331435662,-0.2213736649,0
2.046015523,0.1317396377,-1.7996990824,0.2168937609,0.7025939746,-0.3273207776,0
1.7610843765,-1.3399236085,-1.2090981004,-0.6916932861,-1.0615975392,0.442032454,0
-0.9732288137,1.140108085,1.074701894,-0.071254148,0.0474559737,-0.2733505062,0
-1.76478552,-1.0080728221,0.9480853026,0.4428182374,2.1000567403,-0.3283913233,0
-1.3729811564,1.8306572614,-0.9963285294,0.7540689443,0.6464691255,-0.232743599,0
-0.5523674548,0.8061247219,-1.2271224383,-0.8094021883,0.6527650773,-0.0664398559,0
1.2370628162,0.2748678289,0.6546137573,0.695815823,-0.6199553715,-0.324773617,0
-0.7516131082,0.8442425484,1.2420088981,-0.512030292,-0.2002969326,-0.304433248,0
1.3655017665,-1.349239336,1.3386307774,-1.1640503937,-2.1583050793,-0.2268740551,0
0.1580549413,0.1469783649,0.3113544509,-0.4565104296,0.9762632301,-0.324773617,0
1.6969623254,-0.8671588583,-0.3966843793,0.633478609,-0.9270855899,0.2216476936,0
-1.1637942761,0.7476055487,1.2287900625,0.0406119036,-0.0359402809,-0.2300856923,0
0.225642169,0.9633502372,0.1317286806,0.4683074169,-0.2475420503,-0.2391668734,0
1.1213470995,-0.6991789872,0.0761847204,-0.7062315162,-0.7030272587,0.1109015828,0
-11.9469762295,9.7726595427,-8.0062372703,-2.4985957846,-4.2295195498,-0.2924357527,0
2.0533112135,0.0897346478,-1.6818356686,0.4542119602,0.2983103715,-0.2988959425,0
1.3631131801,-1.6157309934,1.4576605544,-1.1103095426,-2.564809186,-0.1397537813,0
1.2028649147,0.7320090008,-6.57092320273077E-05,1.4303530357,-0.1712192056,-0.3283913233,0
2.0557970063,-0.3266677731,-2.7520409557,-0.8423160333,2.4630722598,-0.3283913233,0
-0.4808471616,0.1721859673,1.2293559992,-1.0458427963,2.2402542501,-0.2896301845,0
1.2472512177,1.2618703801,-1.5971508492,1.6530979444,0.786640126,-0.3283913233,0
2.086099925,-0.4746304428,-1.3647089594,-0.5220848313,-0.0924703132,-0.2988590271,0
1.3362438454,-0.5089781482,0.4433697397,-0.9080063807,-0.6644374853,-0.2856802399,0
-5.9476454615,4.9626037431,-4.2753209306,1.4468039864,-4.7141741986,3.1154435683,0
-0.6437355644,-0.1789022646,-0.2791279465,-0.8061545619,1.804097673,-0.2110004459,0
0.9799219363,0.5357032535,-0.7870124546,0.8057167762,0.7650899222,-0.3283913233,0
-1.2955565679,-0.142406741,2.1795262311,-2.4984956353,-0.5803896055,-0.1609062884,0
1.2139070024,-1.1974487255,1.8051498056,-0.0791610387,-2.1758587108,-0.287784416,0
1.9465298636,-0.415905067,-0.3278403678,0.3240712759,-0.5054693322,-0.2952044054,0
2.05294097,0.1397029994,-1.794807774,0.2268858703,0.6672650895,-0.324773617,0
-0.4407443157,0.8069505277,1.0692098478,-0.5523011768,0.4389319074,-0.1962342978,0
2.0573370113,-0.026501619,-1.8778673869,0.2286729576,0.5072600484,-0.324773617,0
-1.8834999187,1.0659938729,1.6346128144,-1.5177624721,0.1586127997,-0.238834635,0
0.7915120876,-2.1591957785,-2.2602795967,0.46386436,-0.3161306959,2.0783062408,0
-0.5128803665,0.8470990401,2.4028804159,-0.1175558911,0.1775542905,-0.290479238,0
1.1681676569,-0.1863968571,0.7396297616,0.283902148,-0.6177033019,-0.3189040731,0
1.2260289614,0.1225615258,0.3866162447,0.3314528281,-0.291580522,-0.2873783469,0
1.3641866067,-0.795057729,0.6505834091,-0.9232524273,-1.09810866,-0.23983135,0
-0.56031677,0.760318735,-0.3707834133,0.2100861222,0.3491939664,0.1692278678,0
-1.3822661916,0.1121619199,0.5417456917,1.4591374196,-1.3201200891,1.0520589476,0
1.9102314315,-0.9718141103,-1.1520191504,0.3051408569,-0.1330749971,0.1035185088,0
1.2141323029,0.2710865426,-0.2927090652,0.8807055697,0.2878008321,-0.3287973924,0
1.5166596144,-1.0159732951,0.4201731679,-1.3138319245,-1.6285650415,-0.2767098049,0
-1.3146511105,0.755557507,1.0354590185,0.3555634961,1.3134478673,-0.0330683612,0
0.7663059622,-0.9412435699,0.1286398501,-0.9144830594,-0.6310487971,0.4241284995,0
1.4598024157,-0.8005564748,-1.8708645892,0.7005340112,-0.1926551894,0.7600214535,0
-0.3231539614,0.2478122088,0.8013866407,-1.9707889946,-0.2132195774,-0.2250282866,0
-0.5243761873,1.2357061717,-2.0243364237,-0.8417426885,1.2818188128,-0.3292772922,0
2.0237357895,-0.3768299292,-0.501943725,0.3638179164,-0.4316729458,-0.2952044054,0
2.0214194252,-0.5091510731,-1.7102028055,0.7475829783,-0.1258280191,-0.0368706443,0
0.0622838168,1.4028538261,-1.5426599079,1.2943072952,0.4849911487,-0.3283913233,0
-0.8257160164,1.3834748434,-2.8149566412,-2.1645636588,3.0973790431,-0.3292403768,0
1.2547056229,-1.4726200649,-2.4880983794,0.044531188,0.902355785,1.0796347292,0
-0.40783844,0.4657357414,0.9953836819,-0.1678031159,-0.4053585838,-0.1696552312,0
-0.0124641027,1.2546831055,-0.9148446046,-0.4008882589,0.154487309,-0.324773617,0
2.1346406168,-1.1804067409,-1.7780425474,-1.6926407092,1.3720913634,-0.2524194913,0
-0.6311363031,0.3306624363,1.7535804492,0.517530621,0.8431946787,-0.3283913233,0
0.9807733786,-0.7607506716,1.0237575889,0.0897505911,-0.9346547377,-0.1105906388,0
-1.6526341353,-0.2243710889,1.3326732871,3.0955112038,2.8303836223,-0.2903315766,0
-0.2818334261,-0.6209394814,2.3021112682,-1.7065218018,-1.0903714336,-0.2988590271,0
-1.1057072995,-0.5447987708,2.9721231447,-1.4459938299,-0.3938039516,-0.2658197707,0
0.0374500688,1.0479438175,0.455040988,-0.3869602269,0.5628922708,-0.2966810202,0
1.0124805701,-1.2924134877,-0.531210169,-0.4440020356,0.909619779,0.3102814976,0
1.8086678246,-1.1975215997,-2.2910886737,-0.6902357579,-0.3126537104,0.6057152058,0
-0.7439288736,0.6845467115,0.2570901447,-0.2679451939,-0.4534934105,0.258378487,0
1.0113452027,-0.9219285526,0.7992149187,0.4616100894,-1.0273251594,-0.007227602,0
-1.8288575936,1.4981102754,-1.5889274976,-3.7672442554,2.5835370281,-0.3283913233,0
1.3242993235,-1.0855626819,0.2372792877,-1.4798289356,-1.1615806683,-0.0568418597,0
-2.8729524184,-0.1333471798,1.4431695439,1.2526013299,-1.2256068531,0.2327223047,0
1.1593145836,-1.5639505368,0.6243003943,-1.082766736,-1.8610501037,0.2371521491,0
2.2999451338,-1.3901033053,-1.0674440801,-1.6794981873,-1.1353126235,-0.2951674901,0
1.2396232697,0.3232687851,0.6687284893,0.6889050137,-0.5635421364,-0.3287973924,0
-4.6324438588,3.1963286813,-1.9294642742,-2.257598174,-2.8544123108,-0.3172428815,0
-0.5410205829,-1.4066774778,0.9753833624,-1.504579705,-1.0425172624,1.1226780509,0
1.3420417277,-0.5380964923,0.1791024788,-0.5466268706,-1.0495179727,-0.181098996,0
2.0651956034,-2.0142400151,-0.2704846554,-1.4880314294,-1.8703843616,0.0961354347,0
-0.7633859396,0.4633429042,2.3942512078,-2.1518619328,-0.2238976662,-0.3283913233,0
1.8882679441,0.3379429588,-2.1067322385,1.4619314305,0.577662659,-0.164856233,0
-0.4134509436,-0.1475684512,1.5008471837,-2.1717213953,-0.4074527021,-0.2584366967,0
-0.6415893777,0.6481815044,0.0727877946,-1.7904684664,-0.4232955837,-0.2449625865,0
-1.902077295,0.4814161108,3.2229360158,4.9054386918,-0.8468709747,-0.0890689779,0
1.0785317428,0.0963061855,0.3645632467,1.4250248373,-0.1524785327,-0.1356930905,0
-0.6394739057,-0.0483549749,2.4527552239,0.3108043637,-0.430963164,-0.1109597925,0
-1.0346822754,-0.0086148791,0.4824388961,3.2568906184,2.91279241,-0.2163900899,0
2.0547521991,-0.3289430065,-1.2038214919,-0.6624769935,-0.3241591162,-0.3173167122,0
1.115031889,-0.0201434005,0.4441346777,0.425862691,-0.180436165,-0.2988959425,0
1.1936932884,0.702511976,0.5515753383,2.4852732522,0.0093168556,-0.3030304639,0
-0.415628011,0.7581323511,2.0627173788,-0.1759951953,-0.4999571984,-0.3292403768,0
-0.9344302647,0.8917801594,0.4915163413,0.8291270749,-0.7948616715,0.5871098592,0
-4.3736130867,-2.2291000314,0.7163155227,3.875114429,2.0485838431,-0.2873045162,0
-0.5554491687,-0.7604001662,1.969912995,-1.5635395837,-0.4130430764,-0.2213367495,0
-1.4762431741,-0.1241275701,0.0959775243,-0.5297319244,-2.847116733,1.8715801674,0
-0.6323652993,0.6026077429,1.9895256043,0.3290891129,-0.3826218166,-0.3210451646,0
-1.3550502517,0.9341640187,1.3583492125,0.6951503247,-1.0723890951,-0.007227602,0
0.9219326533,-2.1796167139,-1.5098430014,0.2851980587,0.0636537408,1.5491244081,0
-0.6353736531,0.623638964,0.4269476112,-1.4022046716,0.5062227035,-0.2619436568,0
1.3732907709,-1.4261191755,0.0050006778,-1.4462752215,-1.1073792023,0.0253317545,0
-1.0669538138,0.316416204,2.4096090906,1.3660053373,0.0860829137,-0.1984861353,0
0.9596772226,-0.476103515,0.5330138971,0.0192670455,-0.6763517629,0.1109015828,0
-0.2100410376,0.5555833002,1.7862550631,-0.429692392,-0.4852567478,-0.3283913233,0
1.4577057002,-1.2328965195,0.4390636437,-1.4052578328,-1.6445247759,-0.1334781683,0
1.2135791702,-0.3007691182,0.6199125995,0.2923456146,-1.0760041822,-0.2641954944,0
0.2837849056,-1.9710124926,-1.5213245104,-0.6520172695,1.2149837071,1.6729016446,0
-0.8281294772,-0.8368819673,0.9681586652,-0.2980191965,-0.9937515087,0.7730894945,0
1.1453184947,-0.1786729629,0.9242052387,0.2186013656,-0.7908597396,-0.2732028448,0
-0.2742753064,1.0928894446,0.8834265331,-0.1633929137,0.4825663504,-0.3155078591,0
-0.5298359517,-0.0387617948,0.4516569034,1.502899249,-0.4198491785,0.7384628772,0
-0.8408771423,0.8728196799,2.2719746269,0.3628333737,-0.4512494848,-0.2217059032,0
-0.0164740164,0.5104187309,-0.3222403276,-1.1732081413,0.5120795087,-0.2556680439,0
1.7128693143,-1.2035215557,0.1916785299,-0.0221572584,-1.5689184961,0.2205402325,0
-0.8676295821,0.8940928855,1.1411627438,2.5308685701,0.6251090893,0.142722632,0
-0.3450000654,0.7812303113,0.7141950196,-1.081253477,1.0855687594,-0.3263609779,0
-0.8259179281,0.6842044146,1.2875384609,1.383257966,-0.6006701684,0.1293592679,0
2.0435019726,0.1766002155,-2.4210919528,0.5937857868,0.566897767,-0.2287198236,0
1.1456918741,0.1170062208,-0.1254198968,0.5589854463,0.0324494231,0.0001185567,0
-0.3649361601,0.9565490601,1.6789947842,0.5446397792,0.0271532309,-0.2139905909,0
-1.4232150787,1.0851435057,0.6492084347,0.0987029749,-1.0066949333,-0.1109597925,0
2.0098198402,-0.5620842633,-1.3624590474,-0.5189802546,-0.3600822544,-0.1651146406,0
-0.4839917544,0.2147006108,-0.9602156433,-2.9208198638,0.0115995064,-0.3062421011,0
-0.7051676138,1.0500573494,1.3082284887,0.8722135135,-0.3789111694,-0.3283913233,0
2.3327085835,-1.2633946502,-1.1590200213,-1.6460560476,-0.8992592608,-0.2767098049,0
0.3059087477,-0.1465272726,0.5491681658,-1.9790438706,-0.0945078104,-0.23983135,0
2.2960576266,-1.32376133,-0.9170406229,-1.4756372599,-1.3278153148,-0.2767098049,0
2.0397592196,0.109891679,-1.8553719437,0.3343768483,0.351398454,-0.3161354204,0
-0.4417581344,2.58527878,-1.3959907802,5.0454164329,0.2912511978,-0.2164639207,0
1.2367097347,0.3515163036,0.2054897651,0.4928719638,-0.0835429056,-0.324773617,0
-1.9868084727,0.4834690008,1.3091441082,-3.9411710857,-1.0857428875,-0.3025874795,0
-0.413698227,1.1076644006,1.5821033325,-0.0404887962,0.0110670275,-0.3222264565,0
-0.6225420961,0.509042405,2.431889585,1.523815816,-0.4761937155,-0.1853811789,0
-1.7760651405,-2.1744652264,1.4144995081,-1.4918540861,1.0385256682,-0.2353645902,0
-0.2811524341,0.9987270187,-0.4438322237,-0.6681292335,1.2071011759,-0.3210451646,0
1.4090331048,-1.4645258962,-0.9608943127,-0.4080848119,-0.3268063099,0.6504566345,0
1.9672269758,0.7285999763,-1.5527886423,3.6071109389,1.1149927043,-0.3139943289,0
2.2048479892,-1.5817799084,-0.6492550086,-1.59378825,-1.3929596122,-0.0913946462,0
1.234580268,0.2743808839,0.1832061274,0.5034910256,-0.1764735178,-0.3221526257,0
-0.0616840523,0.3494437074,1.0123649295,-0.4153422016,0.2936960832,-0.1106275541,0
-1.737857031,0.1871918558,2.1552721324,-0.0089242198,0.2671813346,-0.2720215529,0
-1.5336346952,2.2747006293,-1.8834988707,0.6512757047,-1.014256371,0.1329769742,0
-1.5237529885,-1.2846571105,-0.1706668706,-0.790572325,-5.0111485901,4.2404025616,0
2.077116772,-1.134061577,-0.9729692605,-1.2243141995,-0.3802491491,-0.0541470376,0
0.9168298425,-2.17910468,0.1378566746,-1.3667405509,-1.7474139498,0.852900525,0
2.1892837502,-0.7113481295,-1.5927649291,-0.9712525049,-0.1534593627,-0.2584366967,0
2.0677617764,-0.0361213626,-1.0858108395,0.3997109747,-0.0961677555,-0.3273207776,0
0.0449430769,0.8780705194,0.2460562414,-0.6054692572,0.711252398,-0.3287973924,0
-0.5806739569,-0.2351095111,1.6571539331,-0.982551402,-1.2317868763,-0.104536518,0
0.9868663985,-0.4719179563,-1.3230630304,0.3812010904,2.0453226514,0.2271849991,0
0.1594505672,0.9780708527,-0.546902182,-0.6704031388,1.2410518856,-0.3221526257,0
1.9959473941,0.1318002671,-1.7493950344,1.1903782538,0.6585988426,-0.2662996705,0
1.171279043,-0.2033745975,0.8137115949,-0.0001228519,-0.8067872377,-0.3283913233,0
-8.2099567348,-10.6625083783,2.0464869461,0.8767893996,6.7469987043,1.5099941157,0
-0.9964380777,-0.0960919286,0.8969252332,-1.3583212254,-0.5520184844,-0.3029197178,0
-1.0834538758,-0.8760842995,1.6821223033,-1.6611765828,0.7257677778,-0.3283913233,0
-0.103682901,0.4711158472,2.1217142178,-0.1774220479,0.1456054914,-0.326065655,0
-8.4382395106,4.5466314442,-6.5392484126,1.4747939102,-5.1929338918,0.0370339269,0
-0.2747684705,1.0706022265,-1.1721661353,-1.213629847,1.3093223047,-0.2582521198,0
-0.9105786077,0.8496713642,0.0422186509,0.0208329517,0.7708898756,-0.3283913233,0
-0.7682512351,1.2707163738,1.0938802556,-0.1898981095,-0.1276568357,-0.324773617,0
1.4733432068,-1.0440721725,0.4000259127,-1.3651809002,-1.4194363985,-0.2767098049,0
-0.8519634686,1.1902289432,1.3903082025,1.112069103,1.2901334917,-0.3283913233,0
-0.7280053167,1.2166364151,1.4261992127,1.7358256775,-0.4019435106,-0.2032482181,0
-0.7429183964,0.8952374863,1.3767813038,-0.2833618638,-0.4549893303,-0.2951674901,0
2.1810681205,-1.0027626753,-0.8025718758,-1.2090168739,-0.5289082504,-0.3099336382,0
2.0743807083,-0.0608771661,-1.63675847,0.0330702296,0.5087503009,-0.3287973924,0
-0.6661743715,1.1633006077,2.2188312374,2.2866252733,-0.3073026601,-0.2887073003,0
1.9648538194,0.3068620915,-2.3473551505,1.1447321041,1.4539769963,-0.3283913233,0
-3.7233346254,2.5315155646,0.8286430432,1.2591691716,-0.5260329034,-0.2399790115,0
1.9897594349,0.2113768601,-2.3045059713,0.7466310913,0.5475501659,-0.2866400395,0
-0.2317530577,0.7912821709,0.0293710442,-0.8007950535,0.4135639146,-0.3089369232,0
-5.7477665628,-6.2413190668,1.2661536414,-1.0313936969,2.9184898069,0.0370708423,0
-0.721287275,-0.4228544326,2.4730954008,0.7363781291,-0.8624974223,0.0129281901,0
-1.0365729683,0.1289045584,0.8490154848,-4.180542647,-0.4257893259,-0.2760822436,0
-2.0775632454,1.3282524483,0.5501141125,1.466569424,-1.075109642,0.6956041324,0
1.2886242735,-0.6390442107,0.2719545059,-0.8031363597,-0.7676593903,-0.2279076854,0
2.033085661,-2.2314512738,0.7212389153,-1.1734406801,-2.3517369638,-0.1360622442,0
1.4798628754,-0.9670326849,0.3457855201,-1.3931462183,-1.4949992181,-0.2896301845,0
2.0295808876,-0.1509448835,-1.7611927398,0.2523108254,0.4168953792,-0.2842774558,0
-1.2379455318,-3.1373958146,0.2870881308,-1.3334359598,0.7719621658,0.4565771099,0
-1.1200765019,0.6800693481,-0.6194112848,-0.2618082805,2.429269463,-0.2638263407,0
-0.6270212834,1.0841749267,0.876930021,0.9082703408,-0.1147278421,-0.3149541285,0
-0.9792247311,-0.2895303561,-0.8044049362,-0.0037107964,1.3921845862,-0.2653029555,0
0.0305550551,0.865515201,0.2931288304,-0.5806245478,0.4084973366,-0.2935801291,0
2.110176109,-0.1484741177,-1.3770282129,0.2648411658,0.0944605281,-0.325475009,0
2.0177649169,-2.0104121376,0.3112279837,-1.1293320368,-2.2203167966,0.0333793053,0
1.0756155128,0.5295221543,0.5457396154,2.9355061651,-0.1598464091,-0.3040271789,0
1.2102983725,0.2613281827,-1.0691954554,1.338932511,2.375199549,-0.2319314608,0
-0.4456604219,1.6322917755,0.5555042536,2.9390585464,0.1556744119,-0.2367304589,0
-0.3289634702,1.0699137296,-1.1776155678,-1.390025223,1.5730317483,-0.2582521198,0
-4.6081863986,-0.3452174922,-0.4398133428,-2.5829950055,-3.7816635214,0.2314302667,0
1.3618359091,-1.5094660088,0.7062789403,-1.1823201854,-1.6040100081,-0.2111481073,0
1.1837211532,0.7452953424,0.1006520941,2.4299165758,0.4465528065,-0.31510179,0
0.6496929714,-1.0614589828,-0.126699847,0.8501149656,-0.560715045,0.7021012375,0
2.0539115075,-0.2072900968,-1.7493261129,-0.0068428072,0.7489318142,-0.222776449,0
-1.5049816495,0.6276521935,2.5311795857,3.8730380848,0.9358208551,-0.2978623121,0
1.8089425299,-0.9591545273,-0.6637354653,-1.440833544,-0.9199512729,0.0619887172,0
0.0375431545,1.2425193571,-1.8746682157,-0.4928701768,0.7322555989,-0.2842774558,0
-0.8207275281,0.8529315982,0.9900130629,0.1356969279,-0.5802108136,0.0365540271,0
-0.5945574648,1.1907995479,0.8271805416,0.1311253612,-0.5751217279,-0.3141419904,0
-0.4320822332,1.0125983553,1.6876230183,0.0501564624,-0.2991714804,-0.3210451646,0
-1.6854517536,0.1807555008,0.6491418905,-0.8264794272,1.4825915544,-0.2993020115,0
-2.8605821695,-2.7883105475,2.3358970103,-1.155972402,0.9736101868,0.3508514895,0
-0.7960316421,0.3862631938,1.8767037162,2.3912250619,-0.6285151214,0.3309541049,0
1.0846060176,0.2479265134,0.7826982915,2.4617027081,-0.058960387,-0.3039902636,0
-3.0119458508,-2.8934454084,1.9943394346,-0.7358093693,3.5760314391,-0.2952044054,0
0.8784177754,-0.4639986651,1.2390588849,1.3685017297,-0.5395744928,-0.1846059561,0
-1.8193045938,0.9260056874,0.5180956531,-0.7013725467,-0.6280811909,-0.214507406,0
1.2502874997,0.0191265255,-1.3260851827,-0.0390749153,2.2323605657,-0.2214105803,0
-0.621661659,0.9259958594,-0.1122852972,-0.0776743243,2.0969802178,-0.3097121459,0
1.9654124771,-0.0636355148,-2.8632726848,0.5170461314,2.6974429208,-0.3012216108,0
0.0823650458,0.7872956059,-0.0328956679,-0.7512090665,0.7407767645,-0.3163569126,0
2.1557200501,-2.1587009133,0.6164179476,-1.118023298,-2.3887368129,-0.2416402032,0
